Códigos Padre,Código Servinte,Descripción Antigua,Código Nuevo Estándar,Nueva Estructura Estándar Semántico,Caracteres,Clasificación Del Artículo,MCE,Psicotrópico (S/N),Marcación Regulado (MER),vesicantes e irritantes,Registro INVIMA,Expediente,Consecutivo,CUM sin ceros,CUM con ceros,CUM sin ceros Formulado,PBS,VEN,ATC,Código UDM,descripción UDM,Cond. de Almacenamiento,MIPRES DCI,Alto riesgo,LASA,Gabinete,Nivel 1 Estándar Semántico,Validación CUM,Inventario 24052024,Observación Reunión Compras 20240524,Validación CUM,Validación con CUM Adjudicación,Principio Activo,Nombre ATC,Nombre Preciso,Concentración Estandarizada (por unidad minima comercial),Forma Farmacéutica,Marca Comercial,Titular de Registro,IMPORTADOR,FABRICANTE,Vía Administración,Descripción CUM
159007,159007,ACETIL SALICILICO ACIDO TABLETA 100MG,1590070,ACIDO ACETIL SALICILICO 100MG TABLETA ORAL GENFAR,49,MEDICAMENTO,NO,N,N/A,,2013M-0002447-R1,19936296,11,19936296-11,19936296-11,19936296-11,PBS,E,N02BA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,ACETILSALICILICO ACIDO 100MG CAP / TAB / TAB REC,Activo,2433,ok,19936296-11,VERDADERO,ACIDO ACETILSALICILICO,ACETILSALICILICO ACIDO,,100mg,TABLETA,,GENFAR S.A.,#N/D,SANOFI - AVENTIS DE COLOMBIA S.A.,ORAL,CAJA POR 900 TABLETAS EN BLISTER ALUMINIO PVC/PVDC TRANSPARENTE INCOLORO POR 30 TABLETAS CADA UNO.
159009,159009,ACIDO ACETILSALICILICO 500MG,1590090,ACIDO ACETILSALICILICO 500MG TABLETA RECUBIERTA ORAL BAYER (ASPIRINA),69,MEDICAMENTO,NO,N,N/A,,2015M-0015845,20070078,3,20070078-3,20070078-03,20070078-3,PBS,E,N02BA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,ACETILSALICILICO ACIDO 500MG CAP / TAB / TAB REC,Activo,20,ok,20070078-3,VERDADERO,ACIDO ACETILSALICILICO,ACETILSALICILICO ACIDO,,500mg,TABLETA RECUBIERTA,ASPIRINA ULTRA,BAYER,BAYER S.A.,BAYER BITTERFELD GMBH,ORAL,CAJA X 20SIN DATOTABLETAS RECUBIERTAS DE LIBERACIÃ“N RÃPIDA EN SOBRE DE PAPEL/PE/AL/SURLYNÂ®
148012,148012,ACIDO ASCORBICO 100MG ML SLN ORAL 30ML,1480120,ACIDO ASCORBICO (VITAMINA C) 500MG/5ML SOL ORAL FCO *30ML ECAR,62,MEDICAMENTO,NO,N,N/A,,2020M-007156-R3,21740,4,21740-4,21740-04,21740-4,PBS,E,A11GA01,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ASCORBICO ACIDO (VITAMINA C) 100MG/ML(10%) SOL ORAL,Activo,3,ajustadon en excel para hora cero,21740-3,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,ACIDO ASCORBICO (VITAMINA C),ACIDO ASCORBICO (VIT C),,100mg,SOLUCION ORAL,,LABORATORIOS ECAR S.A.,#N/D,LABORATORIOS ECAR S.A.,ORAL,CAJA PLEGADIZA POR UN ENVASE CILINDRICO PLASTICO EN POLIETILENO TEREFTALATO (PET) COLOR BLANCO. CON SUBTAPA EN POLIETILENO DE BAJA DENSIDAD (PEBD) COLOR NATURAL Y TAPA PET COLOR ROJO X 30ML.
148014,1480140,ACIDO ASCÓRBICO 500 MG TABLETA VITAMINA C LABORATORIOS ECAR S.A,1480140,VITAMINA C (ACIDO ASCORBICO) 500MG TABLETA ORAL ECAR,52,MEDICAMENTO,NO,N,N/A,,2022M-006894-R4,54932,1,54932-1,54932-01,54932-1,PBS,E,A11GA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ASCORBICO ACIDO (VITAMINA C) 500MG TAB MAST,Activo,199,ok,54932-1,VERDADERO,ACIDO ASCORBICO (VITAMINA C),ACIDO ASCORBICO (VIT C),,500mg,TABLETA,,LABORATORIOS ECAR S.A.,#N/D,LABORATORIOS ECAR S.A.,ORAL,CAJA PLEGADIZA X 250 TABLETA EN BLISTER DE PVC/ ALUMINIO X 10 TABLETAS
148014,1480141,VITAMINA C 500MG MASTICABLE,1480141,VITAMINA C (ACIDO ASCORBICO) 500MG TABLETA MASTICABLE ORAL LA SANTE,67,MEDICAMENTO,NO,N,N/A,,2023M-000487-R3,58111,10,58111-10,58111-10,58111-10,PBS,E,A11GA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ASCORBICO ACIDO (VITAMINA C) 500MG TAB MAST,Activo,#N/D,ajustadon en excel para hora cero,58111-19,Actualizar Cum Negociacion 2024-2025,ACIDO ASCORBICO (VITAMINA C),ACIDO ASCORBICO (VIT C),,500mg,TABLETA MASTICABLE,,LABORATORIOS LA SANTE,#N/D,LABORATORIOS LA SANTE S.A.,ORAL,SABOR NARANJA: CAJA DISPENSADORA POR 100 TABLETAS MASTICABLES CON 10 FOIL DE ALUMINIO POR 10 TABLETAS MASTICABLES C/U.
148015,148015,ACIDO ASCORBICO 500MG 5ML,1480150,VITAMINA C (ACIDO ASCORBICO) 100MG/1ML SOL INYECTABLE IM VIAL *5ML CAMBRIDGE PHARMA (VITA C NOVA),97,MEDICAMENTO,NO,N,N/A,,2021M-0013550-R1,20046087,1,20046087-1,20046087-01,20046087-1,PBS,E,A11GA01,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ASCORBICO ACIDO (VITAMINA C) 100MG/ML SOL INY,Activo,111,ok,20046087-1,VERDADERO,ACIDO ASCORBICO (VITAMINA C),ACIDO ASCORBICO (VIT C),,100mg,SOLUCION INYECTABLE,VITACNOVA,CAMBRIDGE PHARMACEUTICAL,#N/D,BALANCE PHARMA S.A.S.,INTRAMUSCULAR,CAJA PLEGADIZA DE CARTÃ“N POR 25 FRASCOS VIALES DE VIDRIO TIPO I COLOR ÃMBAR DE 5 ML CADA UNO. CON TAPÃ“N ELÃSTICO DE COLOR GRIS DE BROMOBUTILO SILICONADO. AGRAFE DE ALUMINIO Y BOTÃ“N PLÃSTICO TRANSPARENTE UNIDO TIPO FLIP-OFF.
148015,148108,ACIDO ASCORBICO 500 MG/5 ML SLN INYECTABLE VIAL*5 ML VITAMINA C SALUS PHARMA LABS. S.A.S CJ*10 U,1480151,VITAMINA C (ACIDO ASCORBICO) 100MG/1ML SOL INYECTABLE IM VIAL *5ML SALUS PHARMA,79,MEDICAMENTO,NO,N,N/A,,2018M-0014605-R1,20062021,1,20062021-1,20062021-01,20062021-1,PBS,E,A11GA01,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ASCORBICO ACIDO (VITAMINA C) 100MG/ML SOL INY,Activo,5,ok,20062021-1,VERDADERO,ACIDO ASCORBICO (VITAMINA C),ACIDO ASCORBICO (VIT C),,100mg,SOLUCION INYECTABLE,,SALUS PHARMA LABS. S.A.S,#N/D,VIDRIO TECNICO DE COLOMBIA S.A. VITECO S.A.,INTRAMUSCULAR,CAJA PLEGADIZA POR 10 AMPOLLAS DE VIDRIO AMBAR TIPO I. POR 5 ML DE SOLUCION INYECTABLE.
177202,177202,ACIDO FUSIDICO CREMA 2 PORC (ACIDO FUSIDICO),1772020,FUSIDICO ACIDO 2% CREMA TOPICA TUBO *15G GENFAR,47,MEDICAMENTO,NO,N,N/A,,2017M-005236-R2,11697,2,11697-2,11697-02,11697-2,PBS,E,D06AX01,TU,TUBO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,FUSIDICO ACIDO 2% CREM TOP,Activo,22,ok,11697-2,VERDADERO,ACIDO FUSIDICO,FUSIDICO ACIDO,,2g,CREMA TOPICA,,GENFAR S.A.,#N/D,FAREVA VILLA RICA S.A.S.,TOPICA (EXTERNA),CAJA CON UN TUBO COLAPSIBLE DE ALUMINIO POR 15 G.
101054,101054,GADOXETATO DE SODIO 10 ML SLN INY,1010540,ACIDO GADOXETICO 0.25MMOL/1ML SOL INYECTABLE IV JER PRELLENA *10 ML BAYER CJ *1U (PRIMOVIST),92,MEDICAMENTO,NO,N,MER,,2023M-0012848-R2,20030187,3,20030187-3,20030187-03,20030187-3,PBS,E,V08CA10,JP,JERINGA PRELLENADA,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,GADOXETICO ACIDO 1.81GR/10ML(181.43MG/ML) SOL INY,Activo,9,ok,20030187-3,VERDADERO,GADOXETICO ACIDO,MEDIOS DE CONTRASTE PARAMAGNETICO (GADOLIN),,0.25mmol,SOLUCION INYECTABLE,PRIMOVIST,BAYER,BAYER S.A.,BAYER A.G.,INTRAVENOSA,JERINGA PREGARGADA CON 10 ML
148105,148105,ACIDO HIPOCLOSOSO FR 500 ML,1481050,ACIDO HIPOCLOROSO SOL TOPICO FCO *500ML AQUILABS (NEUTRODERM),61,MEDICAMENTO,NO,N,N/A,,2020M-0015585-R1,20072617,2,20072617-2,20072617-02,20072617-2,NO PBS,N/A,D08AX99,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,1308,N,N,N,HIPOCLOROSO ACIDO 0.046% SOL TOP,Activo,#N/D,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,ACIDO HIPOCLOROSO,ACIDO HIPOCLOROSO,,0.046g,SOLUCION TOPICA,NEUTRODERM,AQUILABS,#N/D,COLOMPACK S.A.,TOPICA (EXTERNA),FRASCO PEAD X 500 ML .
130089,130089,ACIDO IBANDRONICO 6MG,1300890,IBANDRONICO ACIDO 1MG/1ML SOL CONCENTRADA A INFUSION VIAL *6ML ATNAHS PHARMA CJ *1U (BONDRONAT),95,MEDICAMENTO,NO,N,MER,,2021M-0004352-R2,19950632,1,19950632-1,19950632-01,19950632-1,PBS,E,M05BA06,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,IBANDRONICO ACIDO 6MG/6ML(1MG/ML) SOL INY,Activo,0,ok,19950632-1,VERDADERO,IBANDRONICO ACIDO,IBANDRONICO ACIDO,,1mg,SOLUCION INYECTABLE,BONDRONAT,ATNAHS PHARMA,LABORATORIOS BIOPAS S.A.,ROCHE DIAGNOSTICSGMBH,INTRAVENOSA,CAJA POR 1 FRASCO VIAL DE VIDRIO TIPO I
178046,178046,ACIDO POLIACRILICO 2MG 10G GEL,1780460,ACIDO POLIACRILICO 2% GEL OFTALMICO TUBO *10G MEGALABS (ACRYLARM),65,MEDICAMENTO,NO,N,N/A,,2013M-0002099-R1,19933626,2,19933626-2,19933626-02,19933626-2,PBS,E,S01XA20,TU,TUBO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,POLIACRILICO ACIDO 0.2% GEL OFT,Activo,38,ajustadon en excel para hora cero,19933626-2,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,ACIDO POLIACRILICO,LAGRIMAS ARTIFICIALES Y OTRAS PREPARACIONES INDIFERENTES,,2g,GEL ESTERIL INTRAOCULAR,ACRYLARM,MEGALABS COLOMBIA S.A.S.,MEGALABS COLOMBIA S.A.S.,LABORATORIOS POEN S.A.U.,TOPICA (EXTERNA),TUBO DE ALUMINIO RECUBIERTO INTERNAMENTE CON BARNIZ EPOXI FENÃ€LICO CON CANULA DE POLIETILENO DE BAJA DENSIDAD Y TAPA DE POLIPROPILENO EN CAJASIN DATOPOR 10G
158022,158022,ACIDO TRANEXAMICO 500 MG,1580220,TRANEXAMICO ACIDO 500MG TABLETA ORAL ROPSOHN (TRANEXAM),55,MEDICAMENTO,NO,N,N/A,,2021M-0007702-R1,19983141,4,19983141-4,19983141-04,19983141-4,PBS,V,B02AA02,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,TRANEXAMICO ACIDO 500MG CAP / TAB / TAB REC,Activo,22,ajustadon en excel para hora cero,19983141,Negociacion 2024-2025 basada en Expediente. Dejar CUM de Base maestro,ACIDO TRANEXAMICO,TRANEXAMICO ACIDO,,500mg,TABLETA,TRANEXAM,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA NORTE),ORAL,PRESENTACION COMERCIAL: FOIL DE LAMINADO PVC AMBAR / FOIL ALUMINIO / CAJA X 10 TABLETAS MAS INSERTO.
158002,158002,ACIDO TRANEXAMICO 500MG 5ML SLN INY,1580020,TRANEXAMICO ACIDO 100MG/1ML SOL INYECTABLE IV AMP *5ML PROCLIN (CLINTRANEX),75,MEDICAMENTO,NO,N,N/A,,2023M-0017408-R1,20105871,1,20105871-1,20105871-01,20105871-1,PBS,V,B02AA02,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,TRANEXAMICO ACIDO 500MG/5ML(100MG/ML) SOL INY,Activo,#N/D,ok,20105871-1,VERDADERO,ACIDO TRANEXAMICO,TRANEXAMICO ACIDO,,100mg,SOLUCION INYECTABLE,CLINTRANEX,PROCLIN PHARMA S.A,#N/D,ARBOFARMA S.A.S.,INTRAVENOSA,IUM 1T1003441010100: ACIDO TRANEXAMICO 100.0000 MG OTRAS SOLUCIONES INTRAVENOSA (CLINTRANEX) AMPOLLA 5.0000ML / CAJA X 10. CAJA PLEGADIZA POR 10 AMPOLLAS DE VIDRIO TRANSPARENTE TIPO I. EN CUNA TERMOFORMADA PET BLANCO CALIBRE 15 POR 5 UNIDADES.
158002,1580021,ACIDO TRANEXAMICO 500MG 5ML SLN INY,1580021,TRANEXAMICO ACIDO 100MG/1ML SOL INYECTABLE IV AMP *5ML VITALIS (TAREXA),71,MEDICAMENTO,NO,N,N/A,,2022M-0016430-R1,20093424,3,20093424-3,20093424-03,20093424-3,PBS,V,B02AA02,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,TRANEXAMICO ACIDO 500MG/5ML(100MG/ML) SOL INY,Activo,474,ok,20093424-3,VERDADERO,ACIDO TRANEXAMICO,TRANEXAMICO ACIDO,,100mg,SOLUCION INYECTABLE,TAREXA,VITALIS S.A.C.I.,#N/D,VITALIS S.A. C.I. PLANTA 8,INTRAVENOSA,CAJA POR 10 AMPOLLAS DE VIDRIO TIPO I INCOLORO POR 5 ML.
160120,160120,VALPROICO ACIDO 250MG,1601200,VALPROICO ACIDO 250MG CAPSULA BLANDA ORAL NOVAMED CJ *300U (FERBIN),67,MEDICAMENTO,NO,N,MER,,2009 M-012546 R1,47792,1,47792-1,47792-01,47792-1,PBS,E,N03AG01,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,VALPROICO ACIDO 250MG CAP BLAND,Activo,150,ok,47792-1,VERDADERO,VALPROICO ACIDO,VALPROICO ACIDO,,250mg,CAPSULA BLANDA,FERBIN,NOVAMED S.A.S.,#N/D,PROCAPS S.A.,ORAL,CAJA POR 300 CÃPSULAS EN BLISTER ALUMINIO PVC AMBAR POR 10 CÃPSULAS C/U. PARA USO INSTITUCIONAL
130077,130077,ACIDO ZOLEDRONICO 4MG 5 ML,1300770,ZOLEDRONICO ACIDO 0.8MG/1ML SOL INYECTABLE IV VIAL *5ML VITALIS CJ *1U,70,MEDICAMENTO,NO,N,MER,,2023M-0007873-R1,19980647,1,19980647-1,19980647-01,19980647-1,PBS,E,M05BA08,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ZOLEDRONICO ACIDO 4MG/5ML(0.8MG/ML) SOL INY,Activo,5,ok,19980647-1,VERDADERO,ZOLEDRONICO ACIDO,ZOLEDRONICO ACIDO,,0.8mg,SOLUCION INYECTABLE,,VITALIS S.A.C.I.,#N/D,VITALIS S.A.C.I. PLANTA 8,INTRAVENOSA,CAJA PLEGADIZA CON 1 VIAL DE VIDRIO TIPO I INCOLORO MAS TAPON DE BROMOBUTILO Y AGRAFE DE ALUMINIO TIPO FLIP-OFF CON SOLUCION INYECTABLE 5 ML.
130077,103037,ACIDO ZOLEDRONICO 4MG 5 ML,1300771,ZOLEDRONICO ACIDO 0.8MG/1ML SOL INYECTABLE IV VIAL *5ML CHALVER CJ *1U (ZIDRONIC),81,MEDICAMENTO,NO,N,MER,,2017M-0004692-R1,19952873,1,19952873-1,19952873-01,19952873-1,PBS,E,M05BA08,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ZOLEDRONICO ACIDO 4MG/5ML(0.8MG/ML) SOL INY,Activo,5,ok,19952873-1,VERDADERO,ZOLEDRONICO ACIDO,ZOLEDRONICO ACIDO,,0.8mg,SOLUCION INYECTABLE,ZIDRONIC,LABORATORIOS CHALVER DE COLOMBIA S.A.S.,#N/D,LABORATORIOS CHALVER DE COLOMBIA S.A.S,INTRAVENOSA,CAJA X 1 VIAL (DE VIDRIO TRANSPARENTE TIPO I) X 5 ML
130077,103036,ACIDO ZOLEDRONICO 4MG 5 ML,1300772,ZOLEDRONICO ACIDO 0.8MG/1ML SOL INYECTABLE IV VIAL *5ML PROCAPS CJ *1U (ZOCLAST),80,MEDICAMENTO,NO,N,MER,,2020M-0014466-R1,20059036,1,20059036-1,20059036-01,20059036-1,PBS,E,M05BA08,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ZOLEDRONICO ACIDO 4MG/5ML(0.8MG/ML) SOL INY,Activo,#N/D,ok,20059036-1,VERDADERO,ZOLEDRONICO ACIDO,ZOLEDRONICO ACIDO,,0.8mg,SOLUCION INYECTABLE,ZOCLAST,PROCAPS S.A.,#N/D,PHARMAYECT S.A.,INFUSION INTRAVENOSA,CAJA X 1 FRASCO VIAL DE VIDRIO TRANSPARENTE TIPO I CON TAPON DE CAUCHO GRIS Y AGRAFE DE ALUMINIO FLIP OFF 20 MM CON TAPA PLASTICA AMARILLA X 5 ML.
140008,140008,ACIDO ZOLEDRONICO 5 MG (ACLASTA),1400080,ZOLEDRONICO ACIDO 0.05MG/1ML SOL INYECTABLE IV VIAL *100ML NOVARTIS CJ *1U (ACLASTA),84,MEDICAMENTO,NO,N,MER,,2016M-0004909-R1,19959808,1,19959808-1,19959808-01,19959808-1,PBS,N/A,M05BA08,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ZOLEDRONICO ACIDO 5MG/100ML(0.05MG/ML) SOL INY,Activo,#N/D,ok,19959808-1,VERDADERO,ZOLEDRONICO ACIDO,ZOLEDRONICO ACIDO,,0.05mg,SOLUCION INYECTABLE,ACLASTA,SANDOZ GMBH,NOVARTIS DE COLOMBIA S.A.,FRESENIUS KABI AUSTRIA GMBH,INTRAVENOSA,VIAL DE PLASTICO INCOLORO POR 100 ML CON TAPON DE BROMOBUTILO CUBIERTO CON POLIMERO DE FLUOROCARBONO.
149201,149201,ACIDOS GRASOS 20PORC 500ML,1492010,ACIDOS GRASOS 20% EMULSION INYECTABLE PARENTERAL FCO *500ML B.BRAUN (LIPOFUNDIN MCT/LCT),88,MEDICAMENTO,NO,N,N/A,,2019M-010604-R4,33711,3,33711-3,33711-03,33711-3,PBS,E,B05BA02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,N,TRIGLICERIDOS DE CADENA MEDIA Y LARGA (LIPIDOS) 20% EMUL INY,Activo,47,ajustadon en excel para hora cero,33711-01,Actualizar Cum Negociacion 2024-2025,EMULSIONES LIPIDAS,EMULSIONES LIPIDAS,,20%,EMULSION INYECTABLE,LIPOFUNDIN MCT/LCT,B.BRAUN,B BRAUN MEDICAL S.A,B.BRAUN MELSUNGEN AG,PARENTERAL,FRASCO DE VIDRIO TIPO II CON TAPÃ“N DE CAUCHO PARA EMULSIONES LIPIDICAS POR 500 ML
149288,149288,ACIDOS GRASOS AL 20 PORC OMEGA 3 * 100 ML (SMOFLIPID),1492880,ACIDOS GRASOS 20% EMULSION INYECTABLE PARENTERAL FCO *100ML FRESENIUS (SMOFLIPID),81,MEDICAMENTO,NO,N,N/A,,2021M-0007689-R1,19977782,7,19977782-7,19977782-07,19977782-7,PBS,E,B05BA02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,TRIGLICERIDOS DE CADENA MEDIA Y LARGA (LIPIDOS) 20% EMUL INY,Activo,60,ok,19977782-7,VERDADERO,TRIGLICERIDOS DE CADENA MEDIA Y LARGA (LIPIDOS),EMULSIONES LIPIDAS,,20%,EMULSION INYECTABLE,SMOFLIPID,FRESENIUS KABI,FRESENIUS KABI COLOMBIA S.A.S,FRESENIUS KABI AUSTRIA GMBH,INTRAVENOSA,FRASCO DE VIDRIO TIPO II INCOLORO POR 100 ML. CON TAPÃ“N DE CAUCHO DE BROMOBUTILO. AGRAFE DE ALUMINIO Y TAPA PLÃSTICA
149264,149264,ACIDOS GRASOS AL 20 PORC OMEGA 3 * 500 ML (SMOFLIPID),1492640,ACIDOS GRASOS 20% EMULSION INYECTABLE PARENTERAL FCO *500ML FRESENIUS (SMOFLIPID),81,MEDICAMENTO,NO,N,N/A,,2021M-0007689-R1,19977782,2,19977782-2,19977782-02,19977782-2,PBS,E,B05BA02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,N,TRIGLICERIDOS DE CADENA MEDIA Y LARGA (LIPIDOS) 20% EMUL INY,Activo,59,ok,19977782-2,VERDADERO,EMULSIONES LIPIDAS,EMULSIONES LIPIDAS,,20%,EMULSION INYECTABLE,SMOFLIPID,FRESENIUS KABI,FRESENIUS KABI COLOMBIA S.A.S,FRESENIUS KABI AUSTRIA GMBH,INTRAVENOSA,CAJA POR 10 FRASCOS DE VIDRIO TIPO II INCOLORO POR 500 ML. CON TAPÃ“N DE CAUCHO DE BROMOBUTILO. AGRAFE DE ALUMINIO Y TAPA PLÃSTICA
156001,156001,ADENOSINA 6MG 2ML,1560010,ADENOSINA 3MG/1ML SOL INYECTABLE IV AMP *2ML SANOFI CJ *6U (ADENOCOR),69,MEDICAMENTO,NO,N,MER,,2019M-006671-R2,208707,1,208707-1,208707-01,208707-1,PBS,V,C01EB10,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,ADENOSINA 6MG/2ML(3MG/ML) SOL INY,Activo,#N/D,ok,208707-1,VERDADERO,ADENOSINA,ADENOSINA,,3mg,SOLUCION INYECTABLE,ADENOCOR,SANOFI-AVENTIS DE COLOMBIA S.A.,SANOFI-AVENTIS DE COLOMBIA S.A.,CENEXI HSC,INTRAVENOSA,CAJA POR 6 VIALES DE VIDRIO TRANSPARENTE TIPO I DE CAPACIDAD 2 ML CON TAPÃ“N DE GOMA DE CLOROBUTILO ASEGURADO CON AGRAFE CON CAPSULA DESPRENDIBLE (FLIP-OFF)
156001,1560011,ADENOSINA 6MG 2ML,1560011,ADENOSINA 3MG/1ML SOL INYECTABLE IV AMP *2ML TROIKAA CJ *5U (ADENOTROY),71,MEDICAMENTO,NO,N,MER,,2019M-0019333,20148959,2,20148959-2,20148959-02,20148959-2,PBS,V,C01EB10,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,ADENOSINA 6MG/2ML(3MG/ML) SOL INY,Activo,0,ok,20148959-2,VERDADERO,ADENOSINA,ADENOSINA,,3mg,SOLUCION INYECTABLE,ADENOTROY,TROIKAA PHARMACEUTICALS LIMITED,SICMAFARMA S.A.S.,TROIKAA PHARMACEUTICALS LIMITED,INTRAVENOSA,IUM: 1A1001231002101. CAJA CON CINCO AMPOLLAS DE VIDRIO CLARO INCOLORO TIPO I CONSIN DATOPUNTO DE CORTE ROJO POR 2 ML
156001,1560012,ADENOSINA 6MG 2ML,1560012,ADENOSINA 3MG/1ML SOL INYECTABLE IV AMP *2ML KNOVEL CJ *5U,58,MEDICAMENTO,NO,N,MER,,2023M-0014345-R2,20058380,1,20058380-1,20058380-01,20058380-1,PBS,V,C01EB10,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,ADENOSINA 6MG/2ML(3MG/ML) SOL INY,Activo,321,ok,20058380-1,VERDADERO,ADENOSINA,ADENOSINA,,3mg,SOLUCION INYECTABLE,,KNOVEL PHARMA S.A.S,#N/D,VIDRIO TECNICO DE COLOMBIA S.A. VITECO S.A.,INTRAVENOSA,CAJA POR 5SIN DATOAMPOLLLETAS DE VIDRIO BLANCA TIPO ISIN DATOPOR 2ML
167002,167002,AGUA DESTILADA ESTERIL 500ML (AGUA DESTILADA),1670020,AGUA ESTERIL SOL INYECTABLE IV BOLSA *500ML QUIBI,49,MEDICAMENTO,NO,N,N/A,,2022M-0005159-R2,19954947,3,19954947-3,19954947-03,19954947-3,PBS,N/A,V07AB99,BL,BOLSA,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,AGUA PARA INYECCION SUSTANCIA PURA SOL INY X 500ML,Activo,#N/D,ajustadon en excel para hora cero,19954947-13,Actualizar Cum Negociacion 2024-2025,AGUA ESTERIL PARA INYECCION,AGUA DESTILADA,,1 unidad,LIQUIDO ESTERIL PARA INYECCION (AGUA),,QUIBI S.A.,#N/D,QUIBI S.A. EN REESTRUCTURACION,PARENTERAL,FRASCO DE VIDRIO TIPO II X 500 MLSIN DATOCON TAPÃ“NSIN DATODE CAUCHOSIN DATOYSIN DATOAGRAFE DE ALUMINIO.
167003,167003,AGUA IRRIGACION 3000ML (AGUA ESTERIL PARA IRRIGACION),1670030,AGUA ESTERIL PARA IRRIGACION SOL INYECTABLE BOLSA *3000ML BAXTER,64,MEDICAMENTO,NO,N,N/A,,2020M-011991-R3,38321,2,38321-2,38321-02,38321-2,PBS,E,V07AB50,BL,BOLSA,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,AGUA PARA INYECCION SUSTANCIA PURA SOL IRRIG X 3000ML,Activo,90,ok,38321-2,VERDADERO,AGUA ESTERIL PARA INYECCION,DISOLVENTES Y DILUYENTES. INCL. SOLUCIONES DE RIEGO,,1 unidad,SOLUCION ESTERIL PARA IRRIGACION,,BAXTER,#N/D,LABORATORIOS BAXTER S.A.,IRRIGACION,BOLSAS PLÃSTICAS POR 3000 ML PVC (PLASTICO GRADO MÃ‰DICO) Y UNA BOLSA EXTERNA DE POLIETILENO DE ALTA DENSIDAD.
167001,167001,AGUA ESTERIL PARA INYECCION 5ML,1670010,AGUA ESTERIL SOL INYECTABLE IV AMPOLLA *5ML CORPAUL,52,MEDICAMENTO,NO,N,N/A,,2019M-007522-R3,22501,19,22501-19,22501-19,22501-19,PBS,E,V07ABX1,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,AGUA PARA INYECCION SUSTANCIA PURA SOL INY AMPOLLA,Activo,-2,ok,22501-19,VERDADERO,AGUA ESTERIL PARA INYECCION,AGUA ESTERIL,,1 unidad,LIQUIDO ESTERIL PARA INYECCION (AGUA),,CORPAUL,#N/D,CORPORACION DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL CORPAUL,PARENTERAL,AMPOLLA DE POLIETILENO ATOXICO DE BAJA DENSIDAD POR 5 ML EN CAJA DE CARTÃ“N LISA POR 100 UNIDADES
